,response_date,user_id,nps_rating,source,nps_group
50,2020-11-19,19018,7,email,passive
51,2020-10-05,20182,7,email,passive
52,2020-11-25,17034,10,email,promoter
53,2020-10-04,15432,5,email,detractor
54,2020-10-31,46248,10,email,promoter
55,2020-12-07,40885,3,email,detractor
56,2020-10-14,17934,7,email,passive
57,2020-12-30,39411,9,email,promoter
58,2020-10-09,28645,7,email,passive
59,2020-10-04,46281,5,email,detractor
60,2020-12-09,12953,6,email,detractor
61,2020-10-31,40349,10,email,promoter
62,2020-12-18,29020,7,email,passive
63,2020-11-05,19488,10,email,promoter
64,2020-12-22,30466,7,email,passive
65,2020-12-24,47504,9,email,promoter
66,2020-10-23,48714,9,email,promoter
67,2020-10-02,23973,9,email,promoter
68,2020-12-21,36717,9,email,promoter
69,2020-12-15,28778,7,email,passive
70,2020-12-11,44635,9,email,promoter
71,2020-11-16,44706,7,email,passive
72,2020-12-07,17562,9,email,promoter
73,2020-12-21,35469,7,email,passive
74,2020-10-01,16240,5,email,detractor
75,2020-10-14,47011,7,email,passive
76,2020-11-08,40478,6,email,detractor
77,2020-12-01,17558,10,email,promoter
78,2020-11-09,37230,7,email,passive
79,2020-11-10,47537,6,email,detractor
80,2020-11-22,16964,7,email,passive
81,2020-12-18,18064,10,email,promoter
82,2020-11-28,41787,10,email,promoter
83,2020-12-08,44269,7,email,passive
84,2020-10-28,38513,10,email,promoter
85,2020-10-10,48080,7,email,passive
86,2020-10-29,11886,9,email,promoter
87,2020-11-06,12235,9,email,promoter
88,2020-12-12,27159,9,email,promoter
89,2020-10-06,27422,10,email,promoter
90,2020-12-06,28619,10,email,promoter
91,2020-12-28,43847,8,email,passive
92,2020-11-17,22749,6,email,detractor
93,2020-11-03,25537,9,email,promoter
94,2020-10-03,22829,8,email,passive
95,2020-11-27,35540,1,email,detractor
96,2020-12-07,18232,10,email,promoter
97,2020-12-29,41293,10,email,promoter
98,2020-12-24,43861,7,email,passive
99,2020-11-08,37815,7,email,passive
100,2020-11-08,47156,10,email,promoter
101,2020-10-28,22980,7,email,passive
102,2020-12-11,24666,5,email,detractor
103,2020-11-24,32192,7,email,passive
104,2020-11-10,16805,10,email,promoter
105,2020-11-02,30327,7,email,passive
106,2020-10-01,45695,9,email,promoter
107,2020-11-02,43530,8,email,passive
108,2020-11-24,23871,7,email,passive
109,2020-11-23,46709,7,email,passive
110,2020-10-20,10734,7,email,passive
111,2020-12-10,12696,5,email,detractor
112,2020-10-06,17642,7,email,passive
113,2020-11-22,32927,9,email,promoter
114,2020-11-14,46506,5,email,detractor
115,2020-11-03,23544,9,email,promoter
116,2020-12-17,29598,5,email,detractor
117,2020-11-04,31128,7,email,passive
118,2020-12-04,10347,6,email,detractor
119,2020-10-27,32172,9,email,promoter
120,2020-10-15,26740,10,email,promoter
121,2020-12-25,21815,5,email,detractor
122,2020-10-28,41648,7,email,passive
123,2020-12-30,15453,5,email,detractor
124,2020-11-17,19102,7,email,passive
125,2020-11-16,44900,6,email,detractor
126,2020-10-16,46673,7,email,passive
127,2020-11-12,48503,5,email,detractor
128,2020-11-06,37783,7,email,passive
129,2020-12-09,32045,10,email,promoter
130,2020-10-17,10564,10,email,promoter
131,2020-10-16,13341,7,email,passive
132,2020-11-22,11062,9,email,promoter
133,2020-11-28,47710,7,email,passive
134,2020-12-26,33197,6,email,detractor
135,2020-11-16,18851,7,email,passive
136,2020-11-24,41813,10,email,promoter
137,2020-12-23,42727,9,email,promoter
138,2020-11-04,12489,7,email,passive
139,2020-10-23,47571,7,email,passive
140,2020-12-18,41241,7,email,passive
141,2020-10-29,30551,10,email,promoter
142,2020-10-01,36192,7,email,passive
143,2020-11-02,36853,9,email,promoter
144,2020-10-22,24825,0,email,detractor
145,2020-10-13,36651,7,email,passive
146,2020-12-28,10044,6,email,detractor
147,2020-10-02,41678,7,email,passive
148,2020-12-27,31664,9,email,promoter
149,2020-11-22,17805,3,email,detractor
150,2020-11-04,44531,0,email,detractor
151,2020-11-29,25801,9,email,promoter
152,2020-10-10,41811,7,email,passive
153,2020-10-22,42463,7,email,passive
154,2020-11-03,26646,6,email,detractor
155,2020-10-20,30568,10,email,promoter
156,2020-12-28,38968,10,email,promoter
157,2020-12-26,11494,5,email,detractor
158,2020-10-03,25198,9,email,promoter
159,2020-12-10,42414,9,email,promoter
160,2020-12-28,14578,9,email,promoter
161,2020-11-25,41131,3,email,detractor
162,2020-12-26,45390,7,email,passive
163,2020-11-18,16015,7,email,passive
164,2020-11-23,18496,8,email,passive
165,2020-12-13,43731,7,email,passive
166,2020-12-01,13457,4,email,detractor
167,2020-11-21,12272,6,email,detractor
168,2020-10-24,35780,6,email,detractor
169,2020-12-30,12938,4,email,detractor
170,2020-10-30,18946,7,email,passive
171,2020-12-25,32998,7,email,passive
172,2020-11-01,34716,6,email,detractor
173,2020-12-10,48265,6,email,detractor
174,2020-10-11,34357,5,email,detractor
175,2020-11-03,37663,10,email,promoter
176,2020-12-06,23276,10,email,promoter
177,2020-11-27,28137,7,email,passive
178,2020-12-15,43520,9,email,promoter
179,2020-10-04,37493,7,email,passive
180,2020-12-23,34009,4,email,detractor
181,2020-11-06,17727,3,email,detractor
182,2020-10-28,38349,9,email,promoter
183,2020-10-23,36280,9,email,promoter
184,2020-11-20,45522,10,email,promoter
185,2020-12-16,36201,7,email,passive
186,2020-11-29,28534,10,email,promoter
187,2020-10-27,35650,6,email,detractor
188,2020-12-24,48885,10,email,promoter
189,2020-11-13,13454,7,email,passive
190,2020-11-01,13999,9,email,promoter
191,2020-10-10,15022,7,email,passive
192,2020-10-17,49525,7,email,passive
193,2020-10-18,33392,10,email,promoter
194,2020-12-22,10338,7,email,passive
195,2020-12-26,13922,7,email,passive
196,2020-12-01,47978,10,email,promoter
197,2020-10-15,17987,7,email,passive
198,2020-11-11,47039,7,email,passive
199,2020-10-12,25574,10,email,promoter
200,2020-10-17,48561,7,email,passive
201,2020-12-28,35548,0,email,detractor
202,2020-11-18,45247,8,email,passive
203,2020-11-27,24417,10,email,promoter
204,2020-10-05,35509,9,email,promoter
205,2020-10-26,49166,7,email,passive
206,2020-12-04,17005,1,email,detractor
207,2020-10-21,28225,5,email,detractor
208,2020-10-31,33965,7,email,passive
209,2020-11-17,16261,7,email,passive
210,2020-12-31,39343,7,email,passive
211,2020-10-02,41137,9,email,promoter
212,2020-12-14,22010,7,email,passive
213,2020-10-18,38393,10,email,promoter
214,2020-11-14,36988,10,email,promoter
215,2020-12-26,12047,10,email,promoter
216,2020-10-04,24131,9,email,promoter
217,2020-10-04,49010,6,email,detractor
218,2020-11-24,42661,7,email,passive
219,2020-12-26,36617,4,email,detractor
220,2020-11-10,17541,10,email,promoter
221,2020-11-24,11749,10,email,promoter
222,2020-11-10,31773,7,email,passive
223,2020-10-08,19723,7,email,passive
224,2020-11-05,37505,1,email,detractor
225,2020-10-23,27918,4,email,detractor
226,2020-10-22,28248,7,email,passive
227,2020-12-03,21610,1,email,detractor
228,2020-12-04,17020,7,email,passive
229,2020-12-27,49490,10,email,promoter
230,2020-10-23,24542,7,email,passive
231,2020-10-25,44607,6,email,detractor
232,2020-12-12,41838,5,email,detractor
233,2020-11-17,39097,6,email,detractor
234,2020-10-08,12660,4,email,detractor
235,2020-12-16,46219,9,email,promoter
236,2020-10-29,17165,6,email,detractor
237,2020-12-03,10451,7,email,passive
238,2020-11-12,43656,7,email,passive
239,2020-10-03,10382,7,email,passive
240,2020-11-17,45527,6,email,detractor
241,2020-12-16,42517,7,email,passive
242,2020-10-14,44480,1,email,detractor
243,2020-10-29,20124,10,email,promoter
244,2020-10-20,12114,7,email,passive
245,2020-11-22,38471,5,email,detractor
246,2020-11-27,31391,6,email,detractor
247,2020-12-04,17125,10,email,promoter
248,2020-10-18,43923,9,email,promoter
249,2020-10-06,28582,9,email,promoter
250,2020-11-16,29457,5,email,detractor
251,2020-10-21,41090,1,email,detractor
252,2020-11-19,25955,9,email,promoter
253,2020-12-02,29574,9,email,promoter
254,2020-11-20,44547,7,email,passive
255,2020-12-06,37240,5,email,detractor
256,2020-10-10,11237,8,email,passive
257,2020-12-13,28813,10,email,promoter
258,2020-10-21,35440,9,email,promoter
259,2020-11-07,48959,7,email,passive
260,2020-12-04,19584,4,email,detractor
261,2020-10-17,31545,7,email,passive
262,2020-12-20,25633,5,email,detractor
263,2020-12-03,47587,2,email,detractor
264,2020-10-07,39128,5,email,detractor
265,2020-11-16,43547,10,email,promoter
266,2020-12-03,10677,7,email,passive
267,2020-11-28,44386,7,email,passive
268,2020-10-06,45152,10,email,promoter
269,2020-11-21,41005,10,email,promoter
270,2020-11-16,26171,10,email,promoter
271,2020-10-22,24996,7,email,passive
272,2020-12-07,31412,7,email,passive
273,2020-10-25,31430,10,email,promoter
274,2020-11-30,29109,7,email,passive
275,2020-12-21,24418,9,email,promoter
276,2020-12-18,24329,9,email,promoter
277,2020-12-14,47939,10,email,promoter
278,2020-12-17,11175,7,email,passive
279,2020-11-25,18908,7,email,passive
280,2020-12-31,32324,7,email,passive
281,2020-10-26,41191,7,email,passive
282,2020-12-19,33553,8,email,passive
283,2020-11-07,41211,9,email,promoter
284,2020-11-11,31972,7,email,passive
285,2020-12-07,18096,7,email,passive
286,2020-12-24,23236,9,email,promoter
287,2020-11-23,20899,7,email,passive
288,2020-11-29,11759,10,email,promoter
289,2020-12-18,14970,9,email,promoter
290,2020-12-25,38373,10,email,promoter
291,2020-10-13,22004,7,email,passive
292,2020-10-11,43596,7,email,passive
293,2020-11-11,48490,10,email,promoter
294,2020-12-15,34721,10,email,promoter
295,2020-12-27,29648,7,email,passive
296,2020-12-20,35715,7,email,passive
297,2020-10-18,30401,7,email,passive
298,2020-12-09,39555,4,email,detractor
299,2020-11-07,21056,7,email,passive
300,2020-11-21,15200,6,email,detractor
301,2020-10-25,46337,6,email,detractor
302,2020-12-10,10686,7,email,passive
303,2020-10-18,20295,5,email,detractor
304,2020-11-17,30067,6,email,detractor
305,2020-10-11,12442,10,email,promoter
306,2020-12-04,31155,10,email,promoter
307,2020-12-28,35824,9,email,promoter
308,2020-12-05,36205,4,email,detractor
309,2020-10-25,29745,10,email,promoter
310,2020-10-15,20191,10,email,promoter
311,2020-10-22,24222,7,email,passive
312,2020-10-20,11350,9,email,promoter
313,2020-10-25,33591,9,email,promoter
314,2020-12-18,16256,10,email,promoter
315,2020-10-29,48962,10,email,promoter
316,2020-11-17,22095,7,email,passive
317,2020-10-16,45949,6,email,detractor
318,2020-10-02,10227,9,email,promoter
319,2020-12-18,25994,7,email,passive
320,2020-12-18,26053,10,email,promoter
321,2020-11-14,19071,7,email,passive
322,2020-12-27,36445,9,email,promoter
323,2020-11-22,36590,7,email,passive
324,2020-10-11,39193,4,email,detractor
325,2020-12-26,27007,6,email,detractor
326,2020-11-29,35418,7,email,passive
327,2020-12-16,19050,9,email,promoter
328,2020-10-01,19352,7,email,passive
329,2020-10-27,25186,9,email,promoter
330,2020-12-15,12375,9,email,promoter
331,2020-10-23,46553,7,email,passive
332,2020-10-28,45368,8,email,passive
333,2020-12-17,49937,7,email,passive
334,2020-11-24,18867,0,email,detractor
335,2020-10-18,41231,9,email,promoter
336,2020-11-20,22146,7,email,passive
337,2020-11-14,21775,4,email,detractor
338,2020-11-16,40423,7,email,passive
339,2020-11-23,26471,9,email,promoter
340,2020-10-31,43804,7,email,passive
341,2020-11-01,38841,7,email,passive
342,2020-10-27,49430,3,email,detractor
343,2020-12-05,38765,9,email,promoter
344,2020-11-26,36548,9,email,promoter
345,2020-10-06,19445,7,email,passive
346,2020-10-03,15660,2,email,detractor
347,2020-12-03,44504,8,email,passive
348,2020-12-01,38736,2,email,detractor
349,2020-12-29,18283,6,email,detractor
350,2020-10-09,26350,10,email,promoter
351,2020-12-11,32556,10,email,promoter
352,2020-10-19,23914,7,email,passive
353,2020-11-19,32417,10,email,promoter
354,2020-11-22,13989,7,email,passive
355,2020-10-16,30304,7,email,passive
356,2020-12-29,10109,7,email,passive
357,2020-12-12,28472,9,email,promoter
358,2020-11-30,16751,7,email,passive
359,2020-11-03,23015,5,email,detractor
360,2020-12-17,26295,9,email,promoter
361,2020-10-10,30128,7,email,passive
362,2020-12-02,10035,9,email,promoter
363,2020-12-22,37218,1,email,detractor
364,2020-10-19,36804,8,email,passive
365,2020-12-08,38438,9,email,promoter
366,2020-11-24,42147,9,email,promoter
367,2020-12-18,46868,9,email,promoter
368,2020-11-25,43378,9,email,promoter
369,2020-11-19,46056,7,email,passive
370,2020-10-13,19601,10,email,promoter
371,2020-11-01,36209,10,email,promoter
372,2020-10-31,30277,7,email,passive
373,2020-12-28,35607,10,email,promoter
374,2020-12-05,41271,7,email,passive
375,2020-11-20,49882,10,email,promoter
376,2020-10-03,44598,3,email,detractor
377,2020-10-23,39968,9,email,promoter
378,2020-12-31,17217,6,email,detractor
379,2020-10-02,48190,9,email,promoter
380,2020-11-22,42914,10,email,promoter
381,2020-12-09,36877,7,email,passive
382,2020-11-26,22606,5,email,detractor
383,2020-12-27,13493,10,email,promoter
384,2020-11-03,29128,1,email,detractor
385,2020-12-04,31960,10,email,promoter
386,2020-10-05,26270,7,email,passive
387,2020-12-31,16227,10,email,promoter
388,2020-12-24,13004,7,email,passive
389,2020-11-22,20196,6,email,detractor
390,2020-11-19,30211,7,email,passive
391,2020-11-11,39933,9,email,promoter
392,2020-11-22,26223,10,email,promoter
393,2020-12-05,30390,8,email,passive
394,2020-12-19,19080,9,email,promoter
395,2020-10-25,38824,8,email,passive
396,2020-10-19,13824,7,email,passive
397,2020-10-29,47372,9,email,promoter
398,2020-11-11,23511,7,email,passive
399,2020-10-17,48687,7,email,passive
400,2020-10-10,19618,10,email,promoter
401,2020-11-25,45685,10,email,promoter
402,2020-12-05,27582,10,email,promoter
403,2020-11-02,21117,3,email,detractor
404,2020-11-12,39268,2,email,detractor
405,2020-11-07,34991,10,email,promoter
406,2020-12-26,12916,10,email,promoter
407,2020-12-10,31949,7,email,passive
408,2020-10-24,47946,10,email,promoter
409,2020-10-27,10076,5,email,detractor
410,2020-12-13,42163,8,email,passive
411,2020-11-05,37955,7,email,passive
412,2020-10-06,10945,3,email,detractor
413,2020-11-17,23488,10,email,promoter
414,2020-12-09,14707,1,email,detractor
415,2020-12-13,16972,7,email,passive
416,2020-10-27,39225,10,email,promoter
417,2020-10-26,32261,7,email,passive
418,2020-10-10,24101,9,email,promoter
419,2020-12-28,37484,7,email,passive
420,2020-10-08,27332,10,email,promoter
421,2020-12-26,13901,6,email,detractor
422,2020-12-09,47884,10,email,promoter
423,2020-11-02,25587,10,email,promoter
424,2020-10-30,24339,10,email,promoter
425,2020-10-09,32500,9,email,promoter
426,2020-10-10,13439,7,email,passive
427,2020-10-07,28099,7,email,passive
428,2020-11-28,40492,7,email,passive
429,2020-10-12,37100,8,email,passive
430,2020-10-28,10641,7,email,passive
431,2020-12-10,12202,0,email,detractor
432,2020-10-26,40147,9,email,promoter
433,2020-12-17,49900,9,email,promoter
434,2020-11-18,30387,9,email,promoter
435,2020-11-17,29177,4,email,detractor
436,2020-10-01,33879,10,email,promoter
437,2020-11-29,36524,4,email,detractor
438,2020-11-24,11969,8,email,passive
439,2020-12-24,29904,6,email,detractor
440,2020-12-04,48964,8,email,passive
441,2020-12-14,21929,6,email,detractor
442,2020-11-27,44820,9,email,promoter
443,2020-11-30,49006,6,email,detractor
444,2020-12-27,35162,7,email,passive
445,2020-12-03,31466,9,email,promoter
446,2020-12-20,32312,9,email,promoter
447,2020-10-25,26176,9,email,promoter
448,2020-10-27,19105,10,email,promoter
449,2020-11-03,37601,9,email,promoter
450,2020-10-14,32681,9,email,promoter
451,2020-12-16,46051,5,email,detractor
452,2020-11-28,18098,7,email,passive
453,2020-12-19,43855,4,email,detractor
454,2020-10-02,38720,4,email,detractor
455,2020-11-09,26584,7,email,passive
456,2020-10-13,42135,10,email,promoter
457,2020-12-07,33722,9,email,promoter
458,2020-11-21,21774,0,email,detractor
459,2020-11-24,23492,9,email,promoter
460,2020-11-03,41904,10,email,promoter
461,2020-11-29,34164,9,email,promoter
462,2020-10-25,49120,10,email,promoter
463,2020-11-15,45028,10,email,promoter
464,2020-12-12,46819,10,email,promoter
465,2020-11-14,24989,10,email,promoter
466,2020-11-26,42190,2,email,detractor
467,2020-10-25,12229,10,email,promoter
468,2020-11-04,42809,4,email,detractor
469,2020-10-15,41346,7,email,passive
470,2020-12-20,15780,6,email,detractor
471,2020-10-19,24383,2,email,detractor
472,2020-11-11,35221,10,email,promoter
473,2020-11-05,41188,2,email,detractor
474,2020-10-24,12379,8,email,passive
475,2020-12-23,47021,4,email,detractor
476,2020-11-14,10809,9,email,promoter
477,2020-11-18,13662,7,email,passive
478,2020-10-10,17247,10,email,promoter
479,2020-11-12,49029,10,email,promoter
480,2020-12-08,46131,9,email,promoter
481,2020-11-02,45367,7,email,passive
482,2020-10-14,12278,10,email,promoter
483,2020-12-09,49143,10,email,promoter
484,2020-12-22,37537,3,email,detractor
485,2020-12-31,46006,7,email,passive
486,2020-11-19,29705,7,email,passive
487,2020-10-07,11871,7,email,passive
488,2020-12-28,11913,7,email,passive
489,2020-11-22,37176,7,email,passive
490,2020-10-29,41764,10,email,promoter
491,2020-10-04,28743,10,email,promoter
492,2020-11-04,46380,7,email,passive
493,2020-10-05,26916,9,email,promoter
494,2020-11-07,42433,9,email,promoter
495,2020-10-05,23350,10,email,promoter
496,2020-12-21,46364,9,email,promoter
497,2020-11-29,24113,7,email,passive
498,2020-10-27,48194,5,email,detractor
499,2020-11-12,14245,7,email,passive
500,2020-10-19,46106,10,email,promoter
501,2020-11-10,44481,10,email,promoter
502,2020-10-30,19010,5,email,detractor
503,2020-11-10,44459,5,email,detractor
504,2020-10-02,18751,7,email,passive
505,2020-11-28,31847,10,email,promoter
506,2020-11-21,13436,10,email,promoter
507,2020-12-06,18020,6,email,detractor
508,2020-12-14,27308,10,email,promoter
509,2020-11-30,20671,7,email,passive
510,2020-12-12,22138,7,email,passive
511,2020-11-27,24027,4,email,detractor
512,2020-11-06,33089,9,email,promoter
513,2020-12-23,30855,10,email,promoter
514,2020-12-14,31299,7,email,passive
515,2020-11-09,20936,10,email,promoter
516,2020-11-25,41315,9,email,promoter
517,2020-12-19,24041,3,email,detractor
518,2020-12-20,44214,1,email,detractor
519,2020-10-15,18993,8,email,passive
520,2020-11-12,25399,9,email,promoter
521,2020-10-26,43894,9,email,promoter
522,2020-12-19,43154,6,email,detractor
523,2020-11-24,19174,9,email,promoter
524,2020-10-10,21642,5,email,detractor
525,2020-11-04,47065,7,email,passive
526,2020-10-30,41311,5,email,detractor
527,2020-11-27,12890,7,email,passive
528,2020-11-11,48733,10,email,promoter
529,2020-10-04,13789,6,email,detractor
530,2020-12-27,31377,6,email,detractor
531,2020-12-10,39416,7,email,passive
532,2020-11-13,15459,7,email,passive
533,2020-12-24,25042,10,email,promoter
534,2020-10-28,43040,9,email,promoter
535,2020-10-30,12465,7,email,passive
536,2020-10-02,32229,2,email,detractor
537,2020-10-17,28539,2,email,detractor
538,2020-11-20,33652,9,email,promoter
539,2020-10-14,15598,7,email,passive
540,2020-12-26,40148,10,email,promoter
541,2020-11-15,31680,9,email,promoter
542,2020-10-11,28728,10,email,promoter
543,2020-10-19,31944,9,email,promoter
544,2020-12-28,31008,5,email,detractor
545,2020-11-14,29207,6,email,detractor
546,2020-11-12,45539,9,email,promoter
547,2020-10-14,12308,7,email,passive
548,2020-10-23,15480,10,email,promoter
549,2020-10-16,16835,9,email,promoter
550,2020-10-18,32552,10,email,promoter
551,2020-10-12,48146,10,email,promoter
552,2020-12-07,29779,7,email,passive
553,2020-11-01,29254,7,email,passive
554,2020-11-05,24755,7,email,passive
555,2020-10-01,39098,3,email,detractor
556,2020-10-16,18311,7,email,passive
557,2020-12-28,36222,7,email,passive
558,2020-11-12,13642,9,email,promoter
559,2020-10-02,29987,6,email,detractor
560,2020-10-01,21522,6,email,detractor
561,2020-10-31,44355,10,email,promoter
562,2020-11-07,38871,8,email,passive
563,2020-10-25,36333,7,email,passive
564,2020-10-16,42073,6,email,detractor
565,2020-12-11,49189,8,email,passive
566,2020-10-12,29544,7,email,passive
567,2020-12-27,44357,9,email,promoter
568,2020-10-09,35968,7,email,passive
569,2020-11-24,18462,10,email,promoter
570,2020-10-15,17111,3,email,detractor
571,2020-10-16,11360,7,email,passive
572,2020-11-18,26236,9,email,promoter
573,2020-11-28,34468,10,email,promoter
574,2020-12-13,45268,7,email,passive
575,2020-10-18,36544,7,email,passive
576,2020-12-17,44362,7,email,passive
577,2020-11-11,19774,5,email,detractor
578,2020-11-21,32717,6,email,detractor
579,2020-12-20,35472,6,email,detractor
580,2020-12-21,44393,10,email,promoter
581,2020-12-27,25769,6,email,detractor
582,2020-10-03,43263,9,email,promoter
583,2020-12-10,42406,9,email,promoter
584,2020-10-10,15322,7,email,passive
585,2020-12-12,16258,9,email,promoter
586,2020-11-25,49041,6,email,detractor
587,2020-11-03,22208,6,email,detractor
588,2020-12-28,13181,10,email,promoter
589,2020-10-06,31985,10,email,promoter
590,2020-11-29,44252,7,email,passive
591,2020-11-16,31864,9,email,promoter
592,2020-10-25,49419,9,email,promoter
593,2020-10-01,48145,9,email,promoter
594,2020-11-05,26265,6,email,detractor
595,2020-12-07,33278,7,email,passive
596,2020-12-24,46023,7,email,passive
597,2020-10-21,48125,9,email,promoter
598,2020-11-04,45177,10,email,promoter
599,2020-12-06,33588,6,email,detractor
600,2020-11-02,24463,10,email,promoter
601,2020-11-13,33140,9,email,promoter
602,2020-11-26,12991,9,email,promoter
603,2020-11-23,37485,8,email,passive
604,2020-12-09,37030,5,email,detractor
605,2020-12-19,19924,7,email,passive
606,2020-10-05,43539,10,email,promoter
607,2020-10-03,17702,7,email,passive
608,2020-12-18,17013,9,email,promoter
609,2020-12-28,38159,7,email,passive
610,2020-12-05,14545,10,email,promoter
611,2020-12-29,31354,9,email,promoter
612,2020-10-09,31002,5,email,detractor
613,2020-11-15,42484,9,email,promoter
614,2020-12-22,19844,8,email,passive
615,2020-10-21,44802,7,email,passive
616,2020-12-22,28850,9,email,promoter
617,2020-10-05,34834,6,email,detractor
618,2020-12-02,13023,6,email,detractor
619,2020-11-20,33108,8,email,passive
620,2020-12-27,10169,10,email,promoter
621,2020-12-29,26856,10,email,promoter
622,2020-10-31,15258,4,email,detractor
623,2020-10-25,18171,7,email,passive
624,2020-12-18,22105,5,email,detractor
625,2020-12-19,36115,7,email,passive
626,2020-10-29,23313,7,email,passive
627,2020-10-17,34871,3,email,detractor
628,2020-10-20,37454,7,email,passive
629,2020-11-12,46577,7,email,passive
630,2020-11-20,48934,7,email,passive
631,2020-10-22,47100,7,email,passive
632,2020-10-29,37501,5,email,detractor
633,2020-11-27,32935,7,email,passive
634,2020-12-22,18352,8,email,passive
635,2020-11-07,43383,10,email,promoter
636,2020-12-31,24539,8,email,passive
637,2020-10-21,39061,9,email,promoter
638,2020-12-18,17103,2,email,detractor
639,2020-10-07,36128,7,email,passive
640,2020-12-26,48423,10,email,promoter
641,2020-10-15,21221,0,email,detractor
642,2020-10-24,26885,4,email,detractor
643,2020-12-24,38413,7,email,passive
644,2020-12-23,27256,5,email,detractor
645,2020-11-12,23677,6,email,detractor
646,2020-11-15,19647,7,email,passive
647,2020-11-25,33883,10,email,promoter
648,2020-12-04,49425,7,email,passive
649,2020-11-24,14684,9,email,promoter
650,2020-11-07,40819,10,email,promoter
651,2020-11-29,11946,3,email,detractor
652,2020-11-21,42717,7,email,passive
653,2020-12-16,49451,4,email,detractor
654,2020-10-30,40382,6,email,detractor
655,2020-11-28,20649,7,email,passive
656,2020-11-26,12232,5,email,detractor
657,2020-12-03,24808,9,email,promoter
658,2020-12-25,12371,9,email,promoter
659,2020-12-11,35530,5,email,detractor
660,2020-11-26,18868,7,email,passive
661,2020-10-21,39769,10,email,promoter
662,2020-12-14,30025,6,email,detractor
663,2020-11-17,14128,7,email,passive
664,2020-10-02,27021,9,email,promoter
665,2020-10-26,37734,7,email,passive
666,2020-10-20,23956,9,email,promoter
667,2020-10-23,31372,9,email,promoter
668,2020-10-24,14787,10,email,promoter
669,2020-12-08,35035,7,email,passive
670,2020-11-21,20374,7,email,passive
671,2020-12-30,45686,7,email,passive
672,2020-12-03,25478,9,email,promoter
673,2020-10-29,40076,7,email,passive
674,2020-11-04,43960,10,email,promoter
675,2020-10-26,10670,10,email,promoter
676,2020-11-16,33639,3,email,detractor
677,2020-11-11,19201,9,email,promoter
678,2020-11-02,36339,6,email,detractor
679,2020-12-29,26075,7,email,passive
680,2020-11-12,19043,4,email,detractor
681,2020-12-25,38264,7,email,passive
682,2020-10-26,14634,10,email,promoter
683,2020-12-29,41660,10,email,promoter
684,2020-12-02,30057,10,email,promoter
685,2020-11-12,38678,9,email,promoter
686,2020-10-10,19625,6,email,detractor
687,2020-10-28,34336,7,email,passive
688,2020-11-01,34133,7,email,passive
689,2020-10-16,37214,9,email,promoter
690,2020-10-02,46047,7,email,passive
691,2020-12-30,32276,7,email,passive
692,2020-10-04,41273,9,email,promoter
693,2020-10-09,24603,8,email,passive
694,2020-11-18,35452,9,email,promoter
695,2020-12-22,30804,9,email,promoter
696,2020-12-23,47143,10,email,promoter
697,2020-10-01,10061,10,email,promoter
698,2020-12-09,49285,6,email,detractor
699,2020-12-07,11112,10,email,promoter
700,2020-12-06,19713,10,email,promoter
701,2020-10-04,24279,6,email,detractor
702,2020-10-22,21828,9,email,promoter
703,2020-12-06,19088,7,email,passive
704,2020-11-26,45537,4,email,detractor
705,2020-11-28,18035,5,email,detractor
706,2020-12-02,43157,10,email,promoter
707,2020-11-02,11609,7,email,passive
708,2020-10-13,42792,6,email,detractor
709,2020-11-27,49368,10,email,promoter
